Title,Abstract,Authors,Publication Year,Summary
Natural proteome diversity links aneuploidy tolerance to protein turnover.,"Accessing the natural genetic diversity of species unveils hidden genetic traits, clarifies gene functions and allows the generalizability of laboratory findings to be assessed. One notable discovery made in natural isolates of Saccharomyces cerevisiae is that aneuploidy-an imbalance in chromosome copy numbers-is frequent<sup>1,2</sup> (around 20%), which seems to contradict the substantial fitness costs and transient nature of aneuploidy when it is engineered in the laboratory<sup>3-5</sup>. Here we generate a proteomic resource and merge it with genomic<sup>1</sup> and transcriptomic<sup>6</sup> data for 796 euploid and aneuploid natural isolates. We find that natural and lab-generated aneuploids differ specifically at the proteome. In lab-generated aneuploids, some proteins-especially subunits of protein complexes-show reduced expression, but the overall protein levels correspond to the aneuploid gene dosage. By contrast, in natural isolates, more than 70% of proteins encoded on aneuploid chromosomes are dosage compensated, and average protein levels are shifted towards the euploid state chromosome-wide. At the molecular level, we detect an induction of structural components of the proteasome, increased levels of ubiquitination, and reveal an interdependency of protein turnover rates and attenuation. Our study thus highlights the role of protein turnover in mediating aneuploidy tolerance, and shows the utility of exploiting the natural diversity of species to attain generalizable molecular insights into complex biological processes.",['Muenzner J; Trébulle P; Agostini F; Zauber H; Messner CB; Steger M; Kilian C; Lau K; Barthel N; Lehmann A; Textoris-Taube K; Caudal E; Egger AS; Amari F; De Chiara M; Demichev V; Gossmann TI; Mülleder M; Liti G; Schacherer J; Selbach M; Berman J; Ralser M'],2024,"aneuploidy-an imbalance in chromosome copy numbers-is frequentsup>1,2/sup> (around 20%), which seems to contradict the substantial fitness costs and transient nature of aneuploidy. we find that natural and lab-generated aneuploids differ specifically at the proteome."
Antidiabetic and antiulcer activity of methanolic extract of Tradescantia spathacea in rats.,"The present study was designed to assess Tradescantia spathacea's antidiabetic ability, as well as the antiulcer activity of the entire plant extract. The diabetic condition was evaluated using Streptozotocin's oral glucose tolerance test, diabetes-alloxan and diabetes-models. Antiulcer activities were observed in rats where gastric ulcers were either caused by oral administration of ethanol, or pyloric ligation. Standards include ranitidine, glibenclamide and sucralfate. In all models, the blood glucose levels of animals treated with the test extract were found to be significantly lower compared to diabetic care. Similarly, in all models, the ulcer index in the animals treated with the test extract was found to be significantly lower relative to the animals under vehicle supervision. Our findings say T. Spathacea extract has essential anti-diabetic properties, as well as antiulcer properties.",['Sultana SS; Tasqeeruddin S; Asiri YI; Krishna NM; Sultana SN'],2024,"the diabetic condition was evaluated using Streptozotocin's oral glucose tolerance test, diabetes-alloxan and diabetes-models. the test extract has essential anti-diabetic properties, as well as antiulcer properties."
Development and Validation of a Nomogram for Predicting Nutritional Risk Based on Frailty Scores in Older Stroke Patients.,"In older stroke patients with frailty, nutritional deficiencies can amplify their susceptibility, delay recovery, and deteriorate prognosis. A precise predictive model is crucial to assess their nutritional risk, enabling targeted interventions for improved clinical outcomes. To develop and externally validate a nutritional risk prediction model integrating general demographics, physical parameters, psychological indicators, and biochemical markers. The aim is to facilitate the early identification of older stroke patients requiring nutritional intervention. This was a multicenter cross-sectional study. A total of 570 stroke patients were included, 434 as the modeling set and 136 as the external validation set. The least absolute shrinkage selection operator (LASSO) regression analysis was used to select the predictor variables. Internal validation was performed using Bootstrap resampling (1000 iterations). The nomogram was constructed based on the results of logistic regression. The performance assessment relied on the receiver operating characteristic curve (ROC), Hosmer--Lemeshow test, calibration curves, Brier score, and decision curve analysis (DCA). The predictive nomogram encompassed seven pivotal variables: Activities of Daily Living (ADL), NIHSS score, diabetes, Body Mass Index (BMI), grip strength, serum albumin levels, and depression. Together, these variables comprehensively evaluate the overall health and nutritional status of elderly stroke patients, facilitating accurate assessment of their nutritional risk. The model exhibited excellent accuracy in both the development and external validation sets, evidenced by AUC values of 0.934 and 0.887, respectively. Such performance highlights its efficacy in pinpointing elderly stroke patients who require nutritional intervention. Moreover, the model showed robust goodness of fit and practical applicability, providing essential clinical insights to improve recovery and prognosis for patients prone to malnutrition. Elderly individuals recovering from stroke often experience significant nutritional deficiencies. The nomogram we devised accurately assesses this risk by combining physiological, psychological, and biochemical metrics. It equips healthcare providers with the means to actively screen for and manage the nutritional care of these patients. This tool is instrumental in swiftly identifying those in urgent need of targeted nutritional support, which is essential for optimizing their recovery and managing their nutrition more effectively.",['Liu L; He C; Yang J; Chen W; Xie Y; Chen X'],2024,"570 stroke patients were included in the model, 434 as the modeling set and 136 as the external validation set. the model exhibited excellent accuracy in both the development and external validation sets."
Survival benefit of nephroureterectomy in systemic therapy exposed metastatic upper tract urinary urothelial carcinoma patients.,"It is unknown whether the stage of the primary may influence the survival (OS) of metastatic upper tract urothelial carcinoma (mUTUC) patients treated with nephroureterectomy (NU) and systemic therapy (ST). We tested this hypothesis within a large-scale North American cohort. Within Surveillance Epidemiology and End Results database 2000-2020, all mUTUC patients treated with ST+NU or with ST alone were identified. Kaplan-Maier plots depicted OS. Multivariable Cox regression (MCR) models tested for differences between ST+NU and ST alone predicting overall mortality (OM). All analyses were performed in localized (T1-T2) and then repeated in locally advanced (T3-T4) patients. Of all 728 mUTUC patients, 187 (26%) harbored T1-T2 vs 541 (74%) harbored T3-T4. In T1-T2 patients, the median OS was 20 months in ST+NU vs 10 months in ST alone. Moreover, in MCR analyses that also relied on 3 months' landmark analyses, the combination of ST+NU independently predicted lower OM (HR 0.37, p < 0.001). Conversely, in T3-T4 patients, the median OS was 12 in ST+NU vs 10 months in ST alone. Moreover, in MCR analyses that also relied on 3 months' landmark analyses, the combination of ST+NU was not independently associated with lower OM (HR 0.85, p = 0.1). In mUTUC patients, treated with ST, NU drastically improved survival in T1-T2 patients, even after strict methodological adjustments (multivariable and landmark analyses). However, this survival benefit did not apply to patients with locally more advanced disease (T3-T4).",['Morra S; Incesu RB; Scheipner L; Baudo A; Jannello LMI; Siech C; de Angelis M; Tian Z; Creta M; Califano G; Collà Ruvolo C; Saad F; Shariat SF; Chun FKH; de Cobelli O; Musi G; Briganti A; Tilki D; Ahyai S; Carmignani L; Longo N; Karakiewicz PI'],2024,mUTUC patients treated with nephroureterectomy and systemic therapy were identified. 187 (26%) harbored T1-T2 vs 541 (74%) harbored T3-T4. median OS was 20 months in ST+NU vs 10 months in ST alone.
Noninvasive Assessment of Tumor Histological Grade in Invasive Breast Carcinoma Based on Ultrasound Radiomics and Clinical Characteristics: A Multicenter Study.,"<b>Rationale and Objectives:</b> We aimed to develop and validate prediction models for histological grade of invasive breast carcinoma (BC) based on ultrasound radiomics features and clinical characteristics. <b>Materials and Methods:</b> A number of 383 patients with invasive BC were retrospectively enrolled and divided into a training set (207 patients), internal validation set (90 patients), and external validation set (86 patients). Ultrasound radiomics features were extracted from all the eligible patients. The Boruta method was used to identify the most useful features. Seven classifiers were adopted to developed prediction models. The output of the classifier with best performance was labeled as the radiomics score (Rad-score) and the classifier was selected as the Rad-score model. A combined model combining clinical factors and Rad-score was developed. The performance of the models was evaluated using receiver operating characteristic curve. <b>Results:</b> Seven radiomics features were selected from 788 candidate features. The logistic regression model performing best among the 7 classifiers in the internal and external validation sets was considered as Rad-score model, with areas under the receiver operating characteristic curve (AUC) values of 0.731 and 0.738. The tumor size was screened out as the risk factor and the combined model was developed, with AUC values of 0.721 and 0.737 in the internal and external validation sets. Furthermore, the 10-fold cross-validation demonstrated that the 2 models above were reliable and stable. <b>Conclusion:</b> The Rad-score model and combined model were able to predict histological grade of invasive BC, which may enable tailored therapeutic strategies for patients with BC in routine clinical use.",['Ge L; Wu J; Jin Y; Xu D; Wang Z'],2024,a number of 383 patients with invasive BC were retrospectively enrolled. the results were based on ultrasound radiomics features and clinical characteristics. the results were evaluated using receiver operating characteristic curve.
Biomimetic Cancer-Targeting Nanoplatform Boosting AIEgens-Based Photodynamic Therapy and Ferroptosis by Disrupting Redox-Homeostasis.,"Photodynamic therapy (PDT) using aggregation-induced emission photosensitizer (AIE-PS) holds tremendous potential but is limited by its inherent disadvantages and the high concentrations of reduced glutathione (GSH) in tumor cells that can neutralize ROS to weaken PDT. Herein, we designed a nanodelivery system (CM-HSA<sup>DSP</sup>@[PS-Sor]) in which albumin was utilized as a carrier for hydrophobic drug AIE-PS and Sorafenib, cross-linkers with disulfide bonds were introduced to form a nanogel core, and then cancer cell membranes were wrapped on its surface to confer homologous tumor targeting ability. A two-way strategy was employed to disturb redox-homeostasis through blocking GSH synthesis by Sorafenib and consuming excess GSH via abundant disulfide bonds, thereby promoting the depletion of GSH, which in turn increased the ROS levels in cancer cells to amplify the efficacy of ferroptosis and PDT, achieving an efficient in vivo antibreast cancer effect. This study brings a new strategy for ROS-based cancer therapy and expands the application of an albumin-based drug delivery system.",['Wan Y; Cao Y; Hu D; Lai Q; Liu Y; Chen Y; Wu M; Feng S'],2024,photodynamic therapy (PDT) using aggregation-induced emission photosensitizer (AIE-PS) holds tremendous potential but is limited by its inherent disadvantages. albumin was used as a carrier for hydrophobic drug AIE-PS and Sorafenib. a two-way strategy was employed to disturb redox-homeostasis through blocking GSH synthesis by Sorafenib and consuming excess GSH via abundant disulfide bonds
Resveratrol protects against diabetic retinal ganglion cell damage by activating the Nrf2 signaling pathway.,"Oxidative stress-induced retinal neurodegenerative changes are among the pathological alterations observed in diabetic retinopathy. Resveratrol (RSV), a polyphenolic compound with diverse pharmacological effects, has shown preventive qualities in several neurodegenerative illnesses, including anti-inflammatory, anti-aging, and antioxidant benefits. However, its therapeutic efficacy in diabetic retinal neurodegeneration has not yet been thoroughly elucidated. Our study aimed to explore the protective mechanisms and therapeutic benefits of RSV on diabetic retinal neurodegeneration alterations. Using streptozotocin, we created a diabetic mouse model and conducted visual electrophysiological examinations on mice from the normal group, diabetic group, and diabetic group treated with RSV. Retinas were harvested for histological staining. Additionally, primary retinal ganglion cells cultured in high glucose conditions were used to assess malondialdehyde (MDA) levels and superoxide dismutase (SOD) levels upon siRNA-mediated nuclear factor erythroid 2-related factor 2 (Nrf2) interference. Protein levels of Nrf-2, heme oxygenase-1 (HO-1), and transcriptional levels of them were also measured. We demonstrated that RSV significantly improved the retinal morphology and function in the diabetic retinopathy model mice. The treated mice exhibited notable improvements in visual electrophysiology, with a significant reduction in retinal ganglion cell apoptosis. Following RSV treatment, the high glucose-cultured ganglion cells demonstrated a considerable rise in SOD levels and a substantial drop in MOD. Moreover, the protein expression of solute carrier family 7 member 11 (SLC7A11) and Nrf2 significantly increased. RT-PCR and Western blot results indicated a significant attenuation of RSV's therapeutic effects upon Nrf2 inhibition. Our findings suggest that RSV may reduce oxidative stress levels in the retina and inhibit retinal ganglion cell apoptosis via reducing the Nrf2/HO-1 pathway, which lessens the harm that excessive glucose causes to the retina.",['Yuan D; Xu Y; Xue L; Zhang W; Gu L; Liu Q'],2024,a diabetic mouse model was created to study the protective mechanisms and therapeutic benefits of RSV on diabetic retinal neurodegeneration alterations. the mice showed significant improvements in visual electrophysiology.
Remote monitoring of atrial fibrillation recurrence using mHealth technology (REMOTE-AF).,"This proof-of-concept study sought to evaluate changes in heart rate (HR) obtained from a consumer wearable device and compare against implantable loop recorder (ILR)-detected recurrence of atrial fibrillation (AF) and atrial tachycardia (AT) after AF ablation. REMOTE-AF (NCT05037136) was a prospectively designed sub-study of the CASA-AF randomized controlled trial (NCT04280042). Participants without a permanent pacemaker had an ILR implanted at their index ablation procedure for longstanding persistent AF. Heart rate and step count were continuously monitored using photoplethysmography (PPG) from a commercially available wrist-worn wearable. Photoplethysmography-recorded HR data were pre-processed with noise filtration and episodes at 1-min interval over 30 min of HR elevations (<i>Z</i>-score = 2) were compared with corresponding ILR data. Thirty-five patients were enrolled, with mean age 70.3 ± 6.8 years and median follow-up 10 months (interquartile range 8-12 months). Implantable loop recorder analysis revealed 17 out of 35 patients (49%) had recurrence of AF/AT. Compared with ILR recurrence, wearable-derived elevations in HR ≥ 110 beats per minute had a sensitivity of 95.3%, specificity 54.1%, positive predictive value (PPV) 15.8%, negative predictive value (NPV) 99.2%, and overall accuracy 57.4%. With PPG-recorded HR elevation spikes (non-exercise related), the sensitivity was 87.5%, specificity 62.2%, PPV 39.2%, NPV 92.3%, and overall accuracy 64.0% in the entire patient cohort. In the AF/AT recurrence only group, sensitivity was 87.6%, specificity 68.3%, PPV 53.6%, NPV 93.0%, and overall accuracy 75.0%. Consumer wearable devices have the potential to contribute to arrhythmia detection after AF ablation. ClinicalTrials.gov Identifier: NCT05037136 https://clinicaltrials.gov/ct2/show/NCT05037136.",['Adasuriya G; Barsky A; Kralj-Hans I; Mohan S; Gill S; Chen Z; Jarman J; Jones D; Valli H; Gkoutos GV; Markides V; Hussain W; Wong T; Kotecha D; Haldar S'],2024,a prospective study of the CASA-AF randomized controlled trial. participants without a permanent pacemaker had an ILR implanted at their index ablation procedure for longstanding persistent AF.
Immune checkpoint inhibitors for POLE or POLD1 proofreading-deficient metastatic colorectal cancer.,"POLE and POLD1 proofreading deficiency (POLE/D1pd) define a rare subtype of ultramutated metastatic colorectal cancer (mCRC; over 100 mut/Mb). Disease-specific data about the activity and efficacy of immune checkpoint inhibitors (ICIs) in POLE/D1pd mCRC are lacking and it is unknown whether outcomes may be different from mismatch repair-deficient (dMMR)/microsatellite instability-high (MSI-H) mCRCs treated with ICIs. In this global study, we collected 27 patients with mCRC harboring POLE/D1 mutations leading to proofreading deficiency and treated with anti-programmed cell death-ligand 1 alone +/- anti-cytotoxic T-lymphocyte antigen-4 agents. We collected clinicopathological and genomic characteristics, response, and survival outcomes after ICIs of POLE/D1pd mCRC and compared them with a cohort of 610 dMMR/MSI-H mCRC patients treated with ICIs. Further genomic analyses were carried out in an independent cohort of 7241 CRCs to define POLE and POLD1pd molecular profiles and mutational signatures. POLE/D1pd was associated with younger age, male sex, fewer RAS/BRAF driver mutations, and predominance of right-sided colon cancers. Patients with POLE/D1pd mCRC showed a significantly higher overall response rate (ORR) compared to dMMR/MSI-H mCRC (89% versus 54%; P = 0.01). After a median follow-up of 24.9 months (interquartile range: 11.3-43.0 months), patients with POLE/D1pd showed a significantly superior progression-free survival (PFS) compared to dMMR/MSI-H mCRC [hazard ratio (HR) = 0.24, 95% confidence interval (CI) 0.08-0.74, P = 0.01] and superior overall survival (OS) (HR = 0.38, 95% CI 0.12-1.18, P = 0.09). In multivariable analyses including the type of DNA repair defect, POLE/D1pd was associated with significantly improved PFS (HR = 0.17, 95% CI 0.04-0.69, P = 0.013) and OS (HR = 0.24, 95% CI 0.06-0.98, P = 0.047). Molecular profiling showed that POLE/D1pd tumors have higher tumor mutational burden (TMB). Responses were observed in both subtypes and were associated with the intensity of POLE/D1pd signature. Patients with POLE/D1pd mCRC showed more favorable outcomes compared to dMMR/MSI-H mCRC to treatment with ICIs in terms of tumor response and survival.",['Ambrosini M; Rousseau B; Manca P; Artz O; Marabelle A; André T; Maddalena G; Mazzoli G; Intini R; Cohen R; Cercek A; Segal NH; Saltz L; Varghese AM; Yaeger R; Nusrat M; Goldberg Z; Ku GY; El Dika I; Margalit O; Grinshpun A; Kasi P; Schilsky R; Lutfi A; Shacham-Shmueli E; Khan Afghan M; Weiss L; Westphalen CB; Conca V; Decker B; Randon G; Elez E; Fakih M; Schrock AB; Cremolini C; Jayachandran P; Overman MJ; Lonardi S; Pietrantonio F'],2024,POLE and POLD1 proofreading deficiency define a rare subtype of ultramutated metastatic colorectal cancer. disease-specific data about the activity and efficacy of immune checkpoint inhibitors are lacking. it is unknown whether outcomes may be different from mismatch repair-deficient (dMMR)/microsatellite instability-high (MSI-H) mCRCs treated with ICIs.
Deciphering the Epigenetic Symphony of Cancer: Insights and Epigenetic Therapies Implications.,"Epigenetic machinery is a cornerstone in normal cell development, orchestrating tissue-specific gene expression in mammalian cells. Aberrations in this intricate landscape drive substantial changes in gene function, emerging as a linchpin in cancer etiology and progression. While cancer was conventionally perceived as solely a genetic disorder, its contemporary definition encompasses genetic alterations intertwined with disruptive epigenetic abnormalities. This review explores the profound impact of DNA methylation, histone modifications, and noncoding RNAs on fundamental cellular processes. When these pivotal epigenetic mechanisms undergo disruption, they intricately guide the acquisition of the 6 hallmark characteristics of cancer within seemingly normal cells. Leveraging the latest advancements in decoding these epigenetic intricacies holds immense promise, heralding a new era in developing targeted and more efficacious treatment modalities against cancers driven by aberrant epigenetic modifications.",['Akram F; Tanveer R; Andleeb S; Shah FI; Ahmad T; Shehzadi S; Akhtar AM; Syed G'],2024,epigenetic machinery is a cornerstone in normal cell development. but the intricate landscape drives substantial changes in gene function. the review explores the profound impact of DNA methylation and histone modifications on fundamental cellular processes.
